"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Wheeler County, GA"	"13309"	"2015"	"2015"	Suppressed	7903	Suppressed	Suppressed
	"Wheeler County, GA"	"13309"	"2016"	"2016"	Suppressed	7978	Suppressed	Suppressed
	"Wheeler County, GA"	"13309"	"2017"	"2017"	Suppressed	7952	Suppressed	Suppressed
	"White County, GA"	"13311"	"2013"	"2013"	Suppressed	27797	Suppressed	Suppressed
	"White County, GA"	"13311"	"2014"	"2014"	Suppressed	27970	Suppressed	Suppressed
	"White County, GA"	"13311"	"2015"	"2015"	Suppressed	28319	Suppressed	Suppressed
	"White County, GA"	"13311"	"2016"	"2016"	Suppressed	28884	Suppressed	Suppressed
	"White County, GA"	"13311"	"2017"	"2017"	Suppressed	29453	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	"2013"	"2013"	Suppressed	102945	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	"2014"	"2014"	Suppressed	103542	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	"2015"	"2015"	Suppressed	104216	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	"2016"	"2016"	Suppressed	104589	Suppressed	Suppressed
	"Whitfield County, GA"	"13313"	"2017"	"2017"	Suppressed	104658	Suppressed	Suppressed
	"Wilcox County, GA"	"13315"	"2013"	"2013"	Suppressed	8960	Suppressed	Suppressed
	"Wilcox County, GA"	"13315"	"2014"	"2014"	Suppressed	8847	Suppressed	Suppressed
	"Wilcox County, GA"	"13315"	"2015"	"2015"	Suppressed	8857	Suppressed	Suppressed
	"Wilcox County, GA"	"13315"	"2016"	"2016"	Suppressed	8761	Suppressed	Suppressed
	"Wilcox County, GA"	"13315"	"2017"	"2017"	Suppressed	8800	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	"2013"	"2013"	Suppressed	10010	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	"2014"	"2014"	Suppressed	9940	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	"2015"	"2015"	Suppressed	9867	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	"2016"	"2016"	Suppressed	9805	Suppressed	Suppressed
	"Wilkes County, GA"	"13317"	"2017"	"2017"	Suppressed	9892	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	"2013"	"2013"	Suppressed	9432	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	"2014"	"2014"	Suppressed	9326	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	"2015"	"2015"	Suppressed	9155	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	"2016"	"2016"	Suppressed	9104	Suppressed	Suppressed
	"Wilkinson County, GA"	"13319"	"2017"	"2017"	Suppressed	8959	Suppressed	Suppressed
	"Worth County, GA"	"13321"	"2013"	"2013"	Suppressed	21291	Suppressed	Suppressed
	"Worth County, GA"	"13321"	"2014"	"2014"	Suppressed	20940	Suppressed	Suppressed
	"Worth County, GA"	"13321"	"2015"	"2015"	Suppressed	20699	Suppressed	Suppressed
	"Worth County, GA"	"13321"	"2016"	"2016"	Suppressed	20748	Suppressed	Suppressed
	"Worth County, GA"	"13321"	"2017"	"2017"	Suppressed	20533	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	"2013"	"2013"	Suppressed	190821	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	"2014"	"2014"	Suppressed	194190	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	"2015"	"2015"	Suppressed	196428	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	"2016"	"2016"	Suppressed	198449	Suppressed	Suppressed
	"Hawaii County, HI"	"15001"	"2017"	"2017"	Suppressed	200381	Suppressed	Suppressed
	"Honolulu County, HI"	"15003"	"2013"	"2013"	Suppressed	983429	Suppressed	Suppressed
	"Honolulu County, HI"	"15003"	"2014"	"2014"	Suppressed	991788	Suppressed	Suppressed
	"Honolulu County, HI"	"15003"	"2015"	"2015"	Suppressed	998714	Suppressed	Suppressed
	"Honolulu County, HI"	"15003"	"2016"	"2016"	Suppressed	992605	Suppressed	Suppressed
	"Honolulu County, HI"	"15003"	"2017"	"2017"	Suppressed	988650	Suppressed	Suppressed
	"Kalawao County, HI"	"15005"	"2013"	"2013"	Suppressed	90	Suppressed	Suppressed
	"Kalawao County, HI"	"15005"	"2014"	"2014"	Suppressed	89	Suppressed	Suppressed
	"Kalawao County, HI"	"15005"	"2015"	"2015"	Suppressed	89	Suppressed	Suppressed
	"Kalawao County, HI"	"15005"	"2016"	"2016"	Suppressed	88	Suppressed	Suppressed
	"Kalawao County, HI"	"15005"	"2017"	"2017"	Suppressed	88	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	"2013"	"2013"	Suppressed	69512	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	"2014"	"2014"	Suppressed	70475	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	"2015"	"2015"	Suppressed	71735	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	"2016"	"2016"	Suppressed	72029	Suppressed	Suppressed
	"Kauai County, HI"	"15007"	"2017"	"2017"	Suppressed	72159	Suppressed	Suppressed
	"Maui County, HI"	"15009"	"2013"	"2013"	Suppressed	160202	Suppressed	Suppressed
	"Maui County, HI"	"15009"	"2014"	"2014"	Suppressed	163019	Suppressed	Suppressed
	"Maui County, HI"	"15009"	"2015"	"2015"	Suppressed	164637	Suppressed	Suppressed
	"Maui County, HI"	"15009"	"2016"	"2016"	Suppressed	165386	Suppressed	Suppressed
	"Maui County, HI"	"15009"	"2017"	"2017"	Suppressed	166260	Suppressed	Suppressed
	"Ada County, ID"	"16001"	"2013"	"2013"	Suppressed	416464	Suppressed	Suppressed
	"Ada County, ID"	"16001"	"2014"	"2014"	Suppressed	426236	Suppressed	Suppressed
	"Ada County, ID"	"16001"	"2015"	"2015"	Suppressed	434211	Suppressed	Suppressed
	"Ada County, ID"	"16001"	"2016"	"2016"	Suppressed	444028	Suppressed	Suppressed
	"Ada County, ID"	"16001"	"2017"	"2017"	12	456849	Unreliable	Unreliable
	"Adams County, ID"	"16003"	"2013"	"2013"	Suppressed	3828	Suppressed	Suppressed
	"Adams County, ID"	"16003"	"2014"	"2014"	Suppressed	3861	Suppressed	Suppressed
	"Adams County, ID"	"16003"	"2015"	"2015"	Suppressed	3843	Suppressed	Suppressed
	"Adams County, ID"	"16003"	"2016"	"2016"	Suppressed	3900	Suppressed	Suppressed
	"Adams County, ID"	"16003"	"2017"	"2017"	Suppressed	4147	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	"2013"	"2013"	Suppressed	83249	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	"2014"	"2014"	Suppressed	83347	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	"2015"	"2015"	Suppressed	83744	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	"2016"	"2016"	Suppressed	84377	Suppressed	Suppressed
	"Bannock County, ID"	"16005"	"2017"	"2017"	Suppressed	85269	Suppressed	Suppressed
	"Bear Lake County, ID"	"16007"	"2013"	"2013"	Suppressed	5943	Suppressed	Suppressed
	"Bear Lake County, ID"	"16007"	"2014"	"2014"	Suppressed	5957	Suppressed	Suppressed
	"Bear Lake County, ID"	"16007"	"2015"	"2015"	Suppressed	5922	Suppressed	Suppressed
	"Bear Lake County, ID"	"16007"	"2016"	"2016"	Suppressed	5945	Suppressed	Suppressed
	"Bear Lake County, ID"	"16007"	"2017"	"2017"	Suppressed	6028	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	"2013"	"2013"	Suppressed	9044	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	"2014"	"2014"	Suppressed	9118	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	"2015"	"2015"	Suppressed	9052	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	"2016"	"2016"	Suppressed	9092	Suppressed	Suppressed
	"Benewah County, ID"	"16009"	"2017"	"2017"	Suppressed	9184	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	"2013"	"2013"	Suppressed	45290	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	"2014"	"2014"	Suppressed	45269	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	"2015"	"2015"	Suppressed	44990	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	"2016"	"2016"	Suppressed	45201	Suppressed	Suppressed
	"Bingham County, ID"	"16011"	"2017"	"2017"	Suppressed	45927	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	"2013"	"2013"	Suppressed	21329	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	"2014"	"2014"	Suppressed	21482	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	"2015"	"2015"	Suppressed	21592	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	"2016"	"2016"	Suppressed	21791	Suppressed	Suppressed
	"Blaine County, ID"	"16013"	"2017"	"2017"	Suppressed	22024	Suppressed	Suppressed
	"Boise County, ID"	"16015"	"2013"	"2013"	Suppressed	6795	Suppressed	Suppressed
	"Boise County, ID"	"16015"	"2014"	"2014"	Suppressed	6824	Suppressed	Suppressed
	"Boise County, ID"	"16015"	"2015"	"2015"	Suppressed	7058	Suppressed	Suppressed
	"Boise County, ID"	"16015"	"2016"	"2016"	Suppressed	7124	Suppressed	Suppressed
	"Boise County, ID"	"16015"	"2017"	"2017"	Suppressed	7290	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	"2013"	"2013"	Suppressed	40699	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	"2014"	"2014"	Suppressed	41585	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	"2015"	"2015"	Suppressed	41859	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	"2016"	"2016"	Suppressed	42536	Suppressed	Suppressed
	"Bonner County, ID"	"16017"	"2017"	"2017"	Suppressed	43560	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	"2013"	"2013"	Suppressed	107517	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	"2014"	"2014"	Suppressed	108623	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	"2015"	"2015"	Suppressed	110089	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	"2016"	"2016"	Suppressed	112232	Suppressed	Suppressed
	"Bonneville County, ID"	"16019"	"2017"	"2017"	Suppressed	114595	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	"2013"	"2013"	Suppressed	10853	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	"2014"	"2014"	Suppressed	10979	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	"2015"	"2015"	Suppressed	11318	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	"2016"	"2016"	Suppressed	11681	Suppressed	Suppressed
	"Boundary County, ID"	"16021"	"2017"	"2017"	Suppressed	11922	Suppressed	Suppressed
	"Butte County, ID"	"16023"	"2013"	"2013"	Suppressed	2642	Suppressed	Suppressed
	"Butte County, ID"	"16023"	"2014"	"2014"	Suppressed	2622	Suppressed	Suppressed
	"Butte County, ID"	"16023"	"2015"	"2015"	Suppressed	2501	Suppressed	Suppressed
	"Butte County, ID"	"16023"	"2016"	"2016"	Suppressed	2501	Suppressed	Suppressed
	"Butte County, ID"	"16023"	"2017"	"2017"	Suppressed	2602	Suppressed	Suppressed
	"Camas County, ID"	"16025"	"2013"	"2013"	Suppressed	1042	Suppressed	Suppressed
	"Camas County, ID"	"16025"	"2014"	"2014"	Suppressed	1039	Suppressed	Suppressed
	"Camas County, ID"	"16025"	"2015"	"2015"	Suppressed	1066	Suppressed	Suppressed
	"Camas County, ID"	"16025"	"2016"	"2016"	Suppressed	1072	Suppressed	Suppressed
	"Camas County, ID"	"16025"	"2017"	"2017"	Suppressed	1102	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	"2013"	"2013"	Suppressed	198871	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	"2014"	"2014"	Suppressed	203143	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	"2015"	"2015"	Suppressed	207478	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	"2016"	"2016"	Suppressed	211698	Suppressed	Suppressed
	"Canyon County, ID"	"16027"	"2017"	"2017"	Suppressed	216699	Suppressed	Suppressed
	"Caribou County, ID"	"16029"	"2013"	"2013"	Suppressed	6808	Suppressed	Suppressed
	"Caribou County, ID"	"16029"	"2014"	"2014"	Suppressed	6837	Suppressed	Suppressed
	"Caribou County, ID"	"16029"	"2015"	"2015"	Suppressed	6770	Suppressed	Suppressed
	"Caribou County, ID"	"16029"	"2016"	"2016"	Suppressed	6887	Suppressed	Suppressed
	"Caribou County, ID"	"16029"	"2017"	"2017"	Suppressed	7034	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	"2013"	"2013"	Suppressed	23331	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	"2014"	"2014"	Suppressed	23540	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	"2015"	"2015"	Suppressed	23506	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	"2016"	"2016"	Suppressed	23504	Suppressed	Suppressed
	"Cassia County, ID"	"16031"	"2017"	"2017"	Suppressed	23664	Suppressed	Suppressed
	"Clark County, ID"	"16033"	"2013"	"2013"	Suppressed	867	Suppressed	Suppressed
	"Clark County, ID"	"16033"	"2014"	"2014"	Suppressed	867	Suppressed	Suppressed
	"Clark County, ID"	"16033"	"2015"	"2015"	Suppressed	880	Suppressed	Suppressed
	"Clark County, ID"	"16033"	"2016"	"2016"	Suppressed	860	Suppressed	Suppressed
	"Clark County, ID"	"16033"	"2017"	"2017"	Suppressed	873	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	"2013"	"2013"	Suppressed	8577	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	"2014"	"2014"	Suppressed	8562	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	"2015"	"2015"	Suppressed	8496	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	"2016"	"2016"	Suppressed	8497	Suppressed	Suppressed
	"Clearwater County, ID"	"16035"	"2017"	"2017"	Suppressed	8546	Suppressed	Suppressed
	"Custer County, ID"	"16037"	"2013"	"2013"	Suppressed	4249	Suppressed	Suppressed
	"Custer County, ID"	"16037"	"2014"	"2014"	Suppressed	4140	Suppressed	Suppressed
	"Custer County, ID"	"16037"	"2015"	"2015"	Suppressed	4087	Suppressed	Suppressed
	"Custer County, ID"	"16037"	"2016"	"2016"	Suppressed	4096	Suppressed	Suppressed
	"Custer County, ID"	"16037"	"2017"	"2017"	Suppressed	4172	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	"2013"	"2013"	Suppressed	26170	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	"2014"	"2014"	Suppressed	26094	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	"2015"	"2015"	Suppressed	25876	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	"2016"	"2016"	Suppressed	26018	Suppressed	Suppressed
	"Elmore County, ID"	"16039"	"2017"	"2017"	Suppressed	26823	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	"2013"	"2013"	Suppressed	12854	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	"2014"	"2014"	Suppressed	13021	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	"2015"	"2015"	Suppressed	13074	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	"2016"	"2016"	Suppressed	13406	Suppressed	Suppressed
	"Franklin County, ID"	"16041"	"2017"	"2017"	Suppressed	13564	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	"2013"	"2013"	Suppressed	12927	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	"2014"	"2014"	Suppressed	12867	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	"2015"	"2015"	Suppressed	12819	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	"2016"	"2016"	Suppressed	12943	Suppressed	Suppressed
	"Fremont County, ID"	"16043"	"2017"	"2017"	Suppressed	13094	Suppressed	Suppressed
	"Gem County, ID"	"16045"	"2013"	"2013"	Suppressed	16686	Suppressed	Suppressed
	"Gem County, ID"	"16045"	"2014"	"2014"	Suppressed	16866	Suppressed	Suppressed
	"Gem County, ID"	"16045"	"2015"	"2015"	Suppressed	16852	Suppressed	Suppressed
	"Gem County, ID"	"16045"	"2016"	"2016"	Suppressed	17184	Suppressed	Suppressed
	"Gem County, ID"	"16045"	"2017"	"2017"	Suppressed	17379	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	"2013"	"2013"	Suppressed	15080	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	"2014"	"2014"	Suppressed	15064	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	"2015"	"2015"	Suppressed	15284	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	"2016"	"2016"	Suppressed	15185	Suppressed	Suppressed
	"Gooding County, ID"	"16047"	"2017"	"2017"	Suppressed	15124	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	"2013"	"2013"	Suppressed	16116	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	"2014"	"2014"	Suppressed	16215	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	"2015"	"2015"	Suppressed	16272	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	"2016"	"2016"	Suppressed	16156	Suppressed	Suppressed
	"Idaho County, ID"	"16049"	"2017"	"2017"	Suppressed	16369	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	"2013"	"2013"	Suppressed	26914	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	"2014"	"2014"	Suppressed	27021	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	"2015"	"2015"	Suppressed	27157	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	"2016"	"2016"	Suppressed	27839	Suppressed	Suppressed
	"Jefferson County, ID"	"16051"	"2017"	"2017"	Suppressed	28446	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	"2013"	"2013"	Suppressed	22514	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	"2014"	"2014"	Suppressed	22818	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	"2015"	"2015"	Suppressed	22814	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	"2016"	"2016"	Suppressed	22994	Suppressed	Suppressed
	"Jerome County, ID"	"16053"	"2017"	"2017"	Suppressed	23627	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	"2013"	"2013"	Suppressed	144265	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	"2014"	"2014"	Suppressed	147326	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	"2015"	"2015"	Suppressed	150346	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	"2016"	"2016"	Suppressed	154311	Suppressed	Suppressed
	"Kootenai County, ID"	"16055"	"2017"	"2017"	Suppressed	157637	Suppressed	Suppressed
	"Latah County, ID"	"16057"	"2013"	"2013"	Suppressed	38078	Suppressed	Suppressed
	"Latah County, ID"	"16057"	"2014"	"2014"	Suppressed	38411	Suppressed	Suppressed
	"Latah County, ID"	"16057"	"2015"	"2015"	Suppressed	38778	Suppressed	Suppressed
	"Latah County, ID"	"16057"	"2016"	"2016"	Suppressed	39196	Suppressed	Suppressed
	"Latah County, ID"	"16057"	"2017"	"2017"	Suppressed	39333	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	"2013"	"2013"	Suppressed	7712	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	"2014"	"2014"	Suppressed	7726	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	"2015"	"2015"	Suppressed	7735	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	"2016"	"2016"	Suppressed	7723	Suppressed	Suppressed
	"Lemhi County, ID"	"16059"	"2017"	"2017"	Suppressed	7875	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	"2013"	"2013"	Suppressed	3902	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	"2014"	"2014"	Suppressed	3838	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	"2015"	"2015"	Suppressed	3789	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	"2016"	"2016"	Suppressed	3853	Suppressed	Suppressed
	"Lewis County, ID"	"16061"	"2017"	"2017"	Suppressed	3887	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	"2013"	"2013"	Suppressed	5315	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	"2014"	"2014"	Suppressed	5316	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	"2015"	"2015"	Suppressed	5297	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	"2016"	"2016"	Suppressed	5271	Suppressed	Suppressed
	"Lincoln County, ID"	"16063"	"2017"	"2017"	Suppressed	5318	Suppressed	Suppressed
	"Madison County, ID"	"16065"	"2013"	"2013"	Suppressed	37450	Suppressed	Suppressed
	"Madison County, ID"	"16065"	"2014"	"2014"	Suppressed	38038	Suppressed	Suppressed
	"Madison County, ID"	"16065"	"2015"	"2015"	Suppressed	38273	Suppressed	Suppressed
	"Madison County, ID"	"16065"	"2016"	"2016"	Suppressed	39048	Suppressed	Suppressed
	"Madison County, ID"	"16065"	"2017"	"2017"	Suppressed	39141	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	"2013"	"2013"	Suppressed	20292	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	"2014"	"2014"	Suppressed	20323	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	"2015"	"2015"	Suppressed	20461	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	"2016"	"2016"	Suppressed	20616	Suppressed	Suppressed
	"Minidoka County, ID"	"16067"	"2017"	"2017"	Suppressed	20729	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	"2013"	"2013"	Suppressed	39915	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	"2014"	"2014"	Suppressed	40007	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	"2015"	"2015"	Suppressed	40048	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	"2016"	"2016"	Suppressed	40369	Suppressed	Suppressed
	"Nez Perce County, ID"	"16069"	"2017"	"2017"	Suppressed	40385	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	"2013"	"2013"	Suppressed	4275	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	"2014"	"2014"	Suppressed	4184	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	"2015"	"2015"	Suppressed	4281	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	"2016"	"2016"	Suppressed	4343	Suppressed	Suppressed
	"Oneida County, ID"	"16071"	"2017"	"2017"	Suppressed	4427	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	"2013"	"2013"	Suppressed	11472	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	"2014"	"2014"	Suppressed	11353	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	"2015"	"2015"	Suppressed	11310	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	"2016"	"2016"	Suppressed	11389	Suppressed	Suppressed
	"Owyhee County, ID"	"16073"	"2017"	"2017"	Suppressed	11628	Suppressed	Suppressed
	"Payette County, ID"	"16075"	"2013"	"2013"	Suppressed	22610	Suppressed	Suppressed
	"Payette County, ID"	"16075"	"2014"	"2014"	Suppressed	22836	Suppressed	Suppressed
	"Payette County, ID"	"16075"	"2015"	"2015"	Suppressed	22896	Suppressed	Suppressed
	"Payette County, ID"	"16075"	"2016"	"2016"	Suppressed	23026	Suppressed	Suppressed
	"Payette County, ID"	"16075"	"2017"	"2017"	Suppressed	23215	Suppressed	Suppressed
	"Power County, ID"	"16077"	"2013"	"2013"	Suppressed	7719	Suppressed	Suppressed
	"Power County, ID"	"16077"	"2014"	"2014"	Suppressed	7617	Suppressed	Suppressed
	"Power County, ID"	"16077"	"2015"	"2015"	Suppressed	7648	Suppressed	Suppressed
	"Power County, ID"	"16077"	"2016"	"2016"	Suppressed	7654	Suppressed	Suppressed
	"Power County, ID"	"16077"	"2017"	"2017"	Suppressed	7600	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	"2013"	"2013"	Suppressed	12690	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	"2014"	"2014"	Suppressed	12390	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	"2015"	"2015"	Suppressed	12432	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	"2016"	"2016"	Suppressed	12452	Suppressed	Suppressed
	"Shoshone County, ID"	"16079"	"2017"	"2017"	Suppressed	12542	Suppressed	Suppressed
	"Teton County, ID"	"16081"	"2013"	"2013"	Suppressed	10275	Suppressed	Suppressed
	"Teton County, ID"	"16081"	"2014"	"2014"	Suppressed	10341	Suppressed	Suppressed
	"Teton County, ID"	"16081"	"2015"	"2015"	Suppressed	10564	Suppressed	Suppressed
	"Teton County, ID"	"16081"	"2016"	"2016"	Suppressed	10960	Suppressed	Suppressed
	"Teton County, ID"	"16081"	"2017"	"2017"	Suppressed	11381	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	"2013"	"2013"	Suppressed	79957	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	"2014"	"2014"	Suppressed	80914	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	"2015"	"2015"	Suppressed	82375	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	"2016"	"2016"	Suppressed	83514	Suppressed	Suppressed
	"Twin Falls County, ID"	"16083"	"2017"	"2017"	Suppressed	85124	Suppressed	Suppressed
	"Valley County, ID"	"16085"	"2013"	"2013"	Suppressed	9606	Suppressed	Suppressed
	"Valley County, ID"	"16085"	"2014"	"2014"	Suppressed	9826	Suppressed	Suppressed
	"Valley County, ID"	"16085"	"2015"	"2015"	Suppressed	10103	Suppressed	Suppressed
	"Valley County, ID"	"16085"	"2016"	"2016"	Suppressed	10496	Suppressed	Suppressed
	"Valley County, ID"	"16085"	"2017"	"2017"	Suppressed	10687	Suppressed	Suppressed
	"Washington County, ID"	"16087"	"2013"	"2013"	Suppressed	9944	Suppressed	Suppressed
	"Washington County, ID"	"16087"	"2014"	"2014"	Suppressed	10021	Suppressed	Suppressed
	"Washington County, ID"	"16087"	"2015"	"2015"	Suppressed	9984	Suppressed	Suppressed
	"Washington County, ID"	"16087"	"2016"	"2016"	Suppressed	10172	Suppressed	Suppressed
	"Washington County, ID"	"16087"	"2017"	"2017"	Suppressed	10121	Suppressed	Suppressed
	"Adams County, IL"	"17001"	"2013"	"2013"	Suppressed	67130	Suppressed	Suppressed
	"Adams County, IL"	"17001"	"2014"	"2014"	Suppressed	66988	Suppressed	Suppressed
	"Adams County, IL"	"17001"	"2015"	"2015"	Suppressed	67013	Suppressed	Suppressed
	"Adams County, IL"	"17001"	"2016"	"2016"	Suppressed	66578	Suppressed	Suppressed
	"Adams County, IL"	"17001"	"2017"	"2017"	Suppressed	66234	Suppressed	Suppressed
	"Alexander County, IL"	"17003"	"2013"	"2013"	Suppressed	7629	Suppressed	Suppressed
	"Alexander County, IL"	"17003"	"2014"	"2014"	Suppressed	7492	Suppressed	Suppressed
	"Alexander County, IL"	"17003"	"2015"	"2015"	Suppressed	6780	Suppressed	Suppressed
	"Alexander County, IL"	"17003"	"2016"	"2016"	Suppressed	6478	Suppressed	Suppressed
	"Alexander County, IL"	"17003"	"2017"	"2017"	Suppressed	6315	Suppressed	Suppressed
	"Bond County, IL"	"17005"	"2013"	"2013"	Suppressed	17470	Suppressed	Suppressed
	"Bond County, IL"	"17005"	"2014"	"2014"	Suppressed	17269	Suppressed	Suppressed
