"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Louisiana"	"22"	"2016"	"2016"	89	4681666	1.9	2.0
	"Louisiana"	"22"	"2017"	"2017"	156	4684333	3.3	3.6
	"Maine"	"23"	"1999"	"1999"	Suppressed	1266808	Suppressed	Suppressed
	"Maine"	"23"	"2000"	"2000"	Suppressed	1274923	Suppressed	Suppressed
	"Maine"	"23"	"2001"	"2001"	Suppressed	1285692	Suppressed	Suppressed
	"Maine"	"23"	"2002"	"2002"	12	1295960	Unreliable	Unreliable
	"Maine"	"23"	"2003"	"2003"	11	1306513	Unreliable	Unreliable
	"Maine"	"23"	"2004"	"2004"	Suppressed	1313688	Suppressed	Suppressed
	"Maine"	"23"	"2005"	"2005"	Suppressed	1318787	Suppressed	Suppressed
	"Maine"	"23"	"2006"	"2006"	Suppressed	1323619	Suppressed	Suppressed
	"Maine"	"23"	"2007"	"2007"	Suppressed	1327040	Suppressed	Suppressed
	"Maine"	"23"	"2008"	"2008"	15	1330509	Unreliable	Unreliable
	"Maine"	"23"	"2009"	"2009"	16	1329590	Unreliable	Unreliable
	"Maine"	"23"	"2010"	"2010"	21	1328361	1.6	1.7
	"Maine"	"23"	"2011"	"2011"	19	1328188	Unreliable	Unreliable
	"Maine"	"23"	"2012"	"2012"	15	1329192	Unreliable	Unreliable
	"Maine"	"23"	"2013"	"2013"	23	1328302	1.7	1.8
	"Maine"	"23"	"2014"	"2014"	62	1330089	4.7	5.2
	"Maine"	"23"	"2015"	"2015"	116	1329328	8.7	9.9
	"Maine"	"23"	"2016"	"2016"	199	1331479	14.9	17.3
	"Maine"	"23"	"2017"	"2017"	278	1335907	20.8	23.5
	"Maryland"	"24"	"1999"	"1999"	Suppressed	5254509	Suppressed	Suppressed
	"Maryland"	"24"	"2000"	"2000"	Suppressed	5296486	Suppressed	Suppressed
	"Maryland"	"24"	"2001"	"2001"	Suppressed	5374691	Suppressed	Suppressed
	"Maryland"	"24"	"2002"	"2002"	Suppressed	5440389	Suppressed	Suppressed
	"Maryland"	"24"	"2003"	"2003"	11	5496269	Unreliable	Unreliable
	"Maryland"	"24"	"2004"	"2004"	16	5546935	Unreliable	Unreliable
	"Maryland"	"24"	"2005"	"2005"	21	5592379	0.4	0.4
	"Maryland"	"24"	"2006"	"2006"	53	5627367	0.9	0.9
	"Maryland"	"24"	"2007"	"2007"	35	5653408	0.6	0.6
	"Maryland"	"24"	"2008"	"2008"	35	5684965	0.6	0.6
	"Maryland"	"24"	"2009"	"2009"	52	5730388	0.9	0.9
	"Maryland"	"24"	"2010"	"2010"	51	5773552	0.9	0.9
	"Maryland"	"24"	"2011"	"2011"	56	5828289	1.0	1.0
	"Maryland"	"24"	"2012"	"2012"	52	5884563	0.9	0.8
	"Maryland"	"24"	"2013"	"2013"	93	5928814	1.6	1.5
	"Maryland"	"24"	"2014"	"2014"	230	5976407	3.8	3.8
	"Maryland"	"24"	"2015"	"2015"	357	6006401	5.9	5.8
	"Maryland"	"24"	"2016"	"2016"	1091	6016447	18.1	17.8
	"Maryland"	"24"	"2017"	"2017"	1542	6052177	25.5	25.2
	"Massachusetts"	"25"	"1999"	"1999"	10	6317345	Unreliable	Unreliable
	"Massachusetts"	"25"	"2000"	"2000"	16	6349097	Unreliable	Unreliable
	"Massachusetts"	"25"	"2001"	"2001"	11	6397634	Unreliable	Unreliable
	"Massachusetts"	"25"	"2002"	"2002"	21	6417206	0.3	0.3
	"Massachusetts"	"25"	"2003"	"2003"	26	6422565	0.4	0.4
	"Massachusetts"	"25"	"2004"	"2004"	34	6412281	0.5	0.5
	"Massachusetts"	"25"	"2005"	"2005"	38	6403290	0.6	0.6
	"Massachusetts"	"25"	"2006"	"2006"	88	6410084	1.4	1.4
	"Massachusetts"	"25"	"2007"	"2007"	74	6431559	1.2	1.1
	"Massachusetts"	"25"	"2008"	"2008"	54	6468967	0.8	0.8
	"Massachusetts"	"25"	"2009"	"2009"	63	6517613	1.0	0.9
	"Massachusetts"	"25"	"2010"	"2010"	68	6547629	1.0	1.0
	"Massachusetts"	"25"	"2011"	"2011"	64	6587536	1.0	0.9
	"Massachusetts"	"25"	"2012"	"2012"	67	6646144	1.0	1.0
	"Massachusetts"	"25"	"2013"	"2013"	98	6692824	1.5	1.4
	"Massachusetts"	"25"	"2014"	"2014"	453	6745408	6.7	6.9
	"Massachusetts"	"25"	"2015"	"2015"	949	6794422	14.0	14.4
	"Massachusetts"	"25"	"2016"	"2016"	1550	6811779	22.8	23.5
	"Massachusetts"	"25"	"2017"	"2017"	1649	6859819	24.0	24.5
	"Michigan"	"26"	"1999"	"1999"	20	9897116	0.2	0.2
	"Michigan"	"26"	"2000"	"2000"	17	9938444	Unreliable	Unreliable
	"Michigan"	"26"	"2001"	"2001"	17	9991120	Unreliable	Unreliable
	"Michigan"	"26"	"2002"	"2002"	41	10015710	0.4	0.4
	"Michigan"	"26"	"2003"	"2003"	34	10041152	0.3	0.3
	"Michigan"	"26"	"2004"	"2004"	48	10055315	0.5	0.5
	"Michigan"	"26"	"2005"	"2005"	88	10051137	0.9	0.9
	"Michigan"	"26"	"2006"	"2006"	199	10036081	2.0	2.0
	"Michigan"	"26"	"2007"	"2007"	71	10001284	0.7	0.7
	"Michigan"	"26"	"2008"	"2008"	73	9946889	0.7	0.7
	"Michigan"	"26"	"2009"	"2009"	93	9901591	0.9	0.9
	"Michigan"	"26"	"2010"	"2010"	85	9883640	0.9	0.9
	"Michigan"	"26"	"2011"	"2011"	89	9876187	0.9	0.9
	"Michigan"	"26"	"2012"	"2012"	72	9883360	0.7	0.7
	"Michigan"	"26"	"2013"	"2013"	86	9895622	0.9	0.9
	"Michigan"	"26"	"2014"	"2014"	178	9909877	1.8	1.9
	"Michigan"	"26"	"2015"	"2015"	457	9922576	4.6	4.8
	"Michigan"	"26"	"2016"	"2016"	921	9928300	9.3	9.8
	"Michigan"	"26"	"2017"	"2017"	1368	9962311	13.7	14.4
	"Minnesota"	"27"	"1999"	"1999"	Suppressed	4873481	Suppressed	Suppressed
	"Minnesota"	"27"	"2000"	"2000"	Suppressed	4919479	Suppressed	Suppressed
	"Minnesota"	"27"	"2001"	"2001"	12	4982796	Unreliable	Unreliable
	"Minnesota"	"27"	"2002"	"2002"	Suppressed	5018935	Suppressed	Suppressed
	"Minnesota"	"27"	"2003"	"2003"	16	5053572	Unreliable	Unreliable
	"Minnesota"	"27"	"2004"	"2004"	17	5087713	Unreliable	Unreliable
	"Minnesota"	"27"	"2005"	"2005"	19	5119598	Unreliable	Unreliable
	"Minnesota"	"27"	"2006"	"2006"	28	5163555	0.5	0.5
	"Minnesota"	"27"	"2007"	"2007"	25	5207203	0.5	0.5
	"Minnesota"	"27"	"2008"	"2008"	32	5247018	0.6	0.6
	"Minnesota"	"27"	"2009"	"2009"	39	5281203	0.7	0.7
	"Minnesota"	"27"	"2010"	"2010"	37	5303925	0.7	0.7
	"Minnesota"	"27"	"2011"	"2011"	31	5344861	0.6	0.6
	"Minnesota"	"27"	"2012"	"2012"	40	5379139	0.7	0.7
	"Minnesota"	"27"	"2013"	"2013"	33	5420380	0.6	0.6
	"Minnesota"	"27"	"2014"	"2014"	44	5457173	0.8	0.8
	"Minnesota"	"27"	"2015"	"2015"	55	5489594	1.0	1.0
	"Minnesota"	"27"	"2016"	"2016"	99	5519952	1.8	1.9
	"Minnesota"	"27"	"2017"	"2017"	184	5576606	3.3	3.5
	"Mississippi"	"28"	"1999"	"1999"	Suppressed	2828408	Suppressed	Suppressed
	"Mississippi"	"28"	"2000"	"2000"	Suppressed	2844658	Suppressed	Suppressed
	"Mississippi"	"28"	"2001"	"2001"	Suppressed	2852994	Suppressed	Suppressed
	"Mississippi"	"28"	"2002"	"2002"	Suppressed	2858681	Suppressed	Suppressed
	"Mississippi"	"28"	"2003"	"2003"	Suppressed	2868312	Suppressed	Suppressed
	"Mississippi"	"28"	"2004"	"2004"	Suppressed	2889010	Suppressed	Suppressed
	"Mississippi"	"28"	"2005"	"2005"	Suppressed	2905943	Suppressed	Suppressed
	"Mississippi"	"28"	"2006"	"2006"	11	2904978	Unreliable	Unreliable
	"Mississippi"	"28"	"2007"	"2007"	22	2928350	0.8	0.7
	"Mississippi"	"28"	"2008"	"2008"	34	2947806	1.2	1.2
	"Mississippi"	"28"	"2009"	"2009"	31	2958774	1.0	1.1
	"Mississippi"	"28"	"2010"	"2010"	25	2967297	0.8	0.8
	"Mississippi"	"28"	"2011"	"2011"	18	2978512	Unreliable	Unreliable
	"Mississippi"	"28"	"2012"	"2012"	20	2984926	0.7	0.7
	"Mississippi"	"28"	"2013"	"2013"	24	2991207	0.8	0.9
	"Mississippi"	"28"	"2014"	"2014"	24	2994079	0.8	0.8
	"Mississippi"	"28"	"2015"	"2015"	35	2992333	1.2	1.3
	"Mississippi"	"28"	"2016"	"2016"	45	2988726	1.5	1.6
	"Mississippi"	"28"	"2017"	"2017"	81	2984100	2.7	2.9
	"Missouri"	"29"	"1999"	"1999"	18	5561948	Unreliable	Unreliable
	"Missouri"	"29"	"2000"	"2000"	27	5595211	0.5	0.5
	"Missouri"	"29"	"2001"	"2001"	36	5641142	0.6	0.7
	"Missouri"	"29"	"2002"	"2002"	30	5674825	0.5	0.5
	"Missouri"	"29"	"2003"	"2003"	33	5709403	0.6	0.6
	"Missouri"	"29"	"2004"	"2004"	47	5747741	0.8	0.9
	"Missouri"	"29"	"2005"	"2005"	47	5790300	0.8	0.8
	"Missouri"	"29"	"2006"	"2006"	140	5842704	2.4	2.5
	"Missouri"	"29"	"2007"	"2007"	70	5887612	1.2	1.2
	"Missouri"	"29"	"2008"	"2008"	55	5923916	0.9	1.0
	"Missouri"	"29"	"2009"	"2009"	67	5961088	1.1	1.2
	"Missouri"	"29"	"2010"	"2010"	92	5988927	1.5	1.5
	"Missouri"	"29"	"2011"	"2011"	66	6010688	1.1	1.1
	"Missouri"	"29"	"2012"	"2012"	56	6021988	0.9	1.0
	"Missouri"	"29"	"2013"	"2013"	97	6044171	1.6	1.6
	"Missouri"	"29"	"2014"	"2014"	109	6063589	1.8	1.9
	"Missouri"	"29"	"2015"	"2015"	183	6083672	3.0	3.1
	"Missouri"	"29"	"2016"	"2016"	441	6093000	7.2	7.8
	"Missouri"	"29"	"2017"	"2017"	618	6113532	10.1	10.9
	"Montana"	"30"	"1999"	"1999"	Suppressed	897507	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	Suppressed	902195	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	Suppressed	906961	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	Suppressed	911667	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	Suppressed	919630	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	Suppressed	930009	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	Suppressed	940102	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	Suppressed	952692	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	Suppressed	964706	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	16	976415	Unreliable	Unreliable
	"Montana"	"30"	"2009"	"2009"	21	983982	2.1	2.2
	"Montana"	"30"	"2010"	"2010"	10	989415	Unreliable	Unreliable
	"Montana"	"30"	"2011"	"2011"	14	998199	Unreliable	Unreliable
	"Montana"	"30"	"2012"	"2012"	13	1005141	Unreliable	Unreliable
	"Montana"	"30"	"2013"	"2013"	Suppressed	1015165	Suppressed	Suppressed
	"Montana"	"30"	"2014"	"2014"	14	1023579	Unreliable	Unreliable
	"Montana"	"30"	"2015"	"2015"	Suppressed	1032949	Suppressed	Suppressed
	"Montana"	"30"	"2016"	"2016"	14	1042520	Unreliable	Unreliable
	"Montana"	"30"	"2017"	"2017"	Suppressed	1050493	Suppressed	Suppressed
	"Nebraska"	"31"	"1999"	"1999"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	Suppressed	1711263	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	10	1719836	Unreliable	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	Suppressed	1728292	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	Suppressed	1738643	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	Suppressed	1749370	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	Suppressed	1761497	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	Suppressed	1772693	Suppressed	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	Suppressed	1783440	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	Suppressed	1796378	Suppressed	Suppressed
	"Nebraska"	"31"	"2009"	"2009"	11	1812683	Unreliable	Unreliable
	"Nebraska"	"31"	"2010"	"2010"	21	1826341	1.1	1.2
	"Nebraska"	"31"	"2011"	"2011"	Suppressed	1842641	Suppressed	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	10	1855525	Unreliable	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	Suppressed	1868516	Suppressed	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	13	1881503	Unreliable	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	13	1896190	Unreliable	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	13	1907116	Unreliable	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	25	1920076	1.3	1.3
	"Nevada"	"32"	"1999"	"1999"	21	1934718	1.1	1.1
	"Nevada"	"32"	"2000"	"2000"	15	1998257	Unreliable	Unreliable
	"Nevada"	"32"	"2001"	"2001"	20	2098399	1.0	0.9
	"Nevada"	"32"	"2002"	"2002"	23	2173791	1.1	1.0
	"Nevada"	"32"	"2003"	"2003"	17	2248850	Unreliable	Unreliable
	"Nevada"	"32"	"2004"	"2004"	23	2346222	1.0	1.0
	"Nevada"	"32"	"2005"	"2005"	29	2432143	1.2	1.2
	"Nevada"	"32"	"2006"	"2006"	27	2522658	1.1	1.1
	"Nevada"	"32"	"2007"	"2007"	23	2601072	0.9	0.9
	"Nevada"	"32"	"2008"	"2008"	27	2653630	1.0	1.0
	"Nevada"	"32"	"2009"	"2009"	42	2684665	1.6	1.5
	"Nevada"	"32"	"2010"	"2010"	39	2700551	1.4	1.4
	"Nevada"	"32"	"2011"	"2011"	45	2723322	1.7	1.6
	"Nevada"	"32"	"2012"	"2012"	27	2758931	1.0	0.9
	"Nevada"	"32"	"2013"	"2013"	26	2790136	0.9	0.9
	"Nevada"	"32"	"2014"	"2014"	32	2839099	1.1	1.0
	"Nevada"	"32"	"2015"	"2015"	32	2890845	1.1	1.1
	"Nevada"	"32"	"2016"	"2016"	53	2940058	1.8	1.7
	"Nevada"	"32"	"2017"	"2017"	66	2998039	2.2	2.2
	"New Hampshire"	"33"	"1999"	"1999"	Suppressed	1222014	Suppressed	Suppressed
	"New Hampshire"	"33"	"2000"	"2000"	Suppressed	1235786	Suppressed	Suppressed
	"New Hampshire"	"33"	"2001"	"2001"	Suppressed	1255517	Suppressed	Suppressed
	"New Hampshire"	"33"	"2002"	"2002"	Suppressed	1269089	Suppressed	Suppressed
	"New Hampshire"	"33"	"2003"	"2003"	11	1279840	Unreliable	Unreliable
	"New Hampshire"	"33"	"2004"	"2004"	Suppressed	1290121	Suppressed	Suppressed
	"New Hampshire"	"33"	"2005"	"2005"	11	1298492	Unreliable	Unreliable
	"New Hampshire"	"33"	"2006"	"2006"	14	1308389	Unreliable	Unreliable
	"New Hampshire"	"33"	"2007"	"2007"	16	1312540	Unreliable	Unreliable
	"New Hampshire"	"33"	"2008"	"2008"	14	1315906	Unreliable	Unreliable
	"New Hampshire"	"33"	"2009"	"2009"	22	1316102	1.7	1.6
	"New Hampshire"	"33"	"2010"	"2010"	22	1316470	1.7	1.5
	"New Hampshire"	"33"	"2011"	"2011"	27	1318194	2.0	1.9
	"New Hampshire"	"33"	"2012"	"2012"	24	1320718	1.8	1.8
	"New Hampshire"	"33"	"2013"	"2013"	30	1323459	2.3	2.4
	"New Hampshire"	"33"	"2014"	"2014"	151	1326813	11.4	12.4
	"New Hampshire"	"33"	"2015"	"2015"	285	1330608	21.4	24.1
	"New Hampshire"	"33"	"2016"	"2016"	363	1334795	27.2	30.3
	"New Hampshire"	"33"	"2017"	"2017"	374	1342795	27.9	30.4
	"New Jersey"	"34"	"1999"	"1999"	23	8359592	0.3	0.3
	"New Jersey"	"34"	"2000"	"2000"	19	8414350	Unreliable	Unreliable
	"New Jersey"	"34"	"2001"	"2001"	33	8492671	0.4	0.4
	"New Jersey"	"34"	"2002"	"2002"	29	8552643	0.3	0.3
	"New Jersey"	"34"	"2003"	"2003"	29	8601402	0.3	0.3
	"New Jersey"	"34"	"2004"	"2004"	23	8634561	0.3	0.3
	"New Jersey"	"34"	"2005"	"2005"	25	8651974	0.3	0.3
	"New Jersey"	"34"	"2006"	"2006"	38	8661679	0.4	0.4
	"New Jersey"	"34"	"2007"	"2007"	33	8677885	0.4	0.4
	"New Jersey"	"34"	"2008"	"2008"	19	8711090	Unreliable	Unreliable
	"New Jersey"	"34"	"2009"	"2009"	Suppressed	8755602	Suppressed	Suppressed
	"New Jersey"	"34"	"2010"	"2010"	35	8791894	0.4	0.4
	"New Jersey"	"34"	"2011"	"2011"	31	8821155	0.4	0.3
	"New Jersey"	"34"	"2012"	"2012"	38	8864590	0.4	0.4
	"New Jersey"	"34"	"2013"	"2013"	57	8899339	0.6	0.6
	"New Jersey"	"34"	"2014"	"2014"	111	8938175	1.2	1.2
	"New Jersey"	"34"	"2015"	"2015"	243	8958013	2.7	2.8
	"New Jersey"	"34"	"2016"	"2016"	689	8944469	7.7	7.9
	"New Jersey"	"34"	"2017"	"2017"	1376	9005644	15.3	15.5
	"New Mexico"	"35"	"1999"	"1999"	26	1808082	1.4	1.5
	"New Mexico"	"35"	"2000"	"2000"	20	1819046	1.1	1.1
	"New Mexico"	"35"	"2001"	"2001"	16	1831690	Unreliable	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	17	1855309	Unreliable	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	23	1877574	1.2	1.2
	"New Mexico"	"35"	"2004"	"2004"	15	1903808	Unreliable	Unreliable
	"New Mexico"	"35"	"2005"	"2005"	12	1932274	Unreliable	Unreliable
	"New Mexico"	"35"	"2006"	"2006"	24	1962137	1.2	1.2
	"New Mexico"	"35"	"2007"	"2007"	19	1990070	Unreliable	Unreliable
	"New Mexico"	"35"	"2008"	"2008"	22	2010662	1.1	1.2
	"New Mexico"	"35"	"2009"	"2009"	24	2036802	1.2	1.1
	"New Mexico"	"35"	"2010"	"2010"	20	2059179	1.0	0.9
	"New Mexico"	"35"	"2011"	"2011"	20	2082224	1.0	0.9
	"New Mexico"	"35"	"2012"	"2012"	37	2085538	1.8	1.9
	"New Mexico"	"35"	"2013"	"2013"	23	2085287	1.1	1.1
	"New Mexico"	"35"	"2014"	"2014"	66	2085572	3.2	3.3
	"New Mexico"	"35"	"2015"	"2015"	42	2085109	2.0	2.1
	"New Mexico"	"35"	"2016"	"2016"	78	2081015	3.7	4.0
	"New Mexico"	"35"	"2017"	"2017"	75	2088070	3.6	3.7
	"New York"	"36"	"1999"	"1999"	18	18882725	Unreliable	Unreliable
	"New York"	"36"	"2000"	"2000"	16	18976457	Unreliable	Unreliable
	"New York"	"36"	"2001"	"2001"	31	19082838	0.2	0.2
	"New York"	"36"	"2002"	"2002"	27	19137800	0.1	0.1
	"New York"	"36"	"2003"	"2003"	29	19175939	0.2	0.1
	"New York"	"36"	"2004"	"2004"	16	19171567	Unreliable	Unreliable
	"New York"	"36"	"2005"	"2005"	20	19132610	0.1	0.1
	"New York"	"36"	"2006"	"2006"	137	19104631	0.7	0.7
	"New York"	"36"	"2007"	"2007"	113	19132335	0.6	0.6
	"New York"	"36"	"2008"	"2008"	121	19212436	0.6	0.6
	"New York"	"36"	"2009"	"2009"	177	19307066	0.9	0.9
	"New York"	"36"	"2010"	"2010"	173	19378102	0.9	0.9
	"New York"	"36"	"2011"	"2011"	155	19465197	0.8	0.8
	"New York"	"36"	"2012"	"2012"	164	19570261	0.8	0.8
	"New York"	"36"	"2013"	"2013"	210	19651127	1.1	1.1
	"New York"	"36"	"2014"	"2014"	294	19746227	1.5	1.4
	"New York"	"36"	"2015"	"2015"	668	19795791	3.4	3.3
	"New York"	"36"	"2016"	"2016"	1641	19745289	8.3	8.3
	"New York"	"36"	"2017"	"2017"	2238	19849399	11.3	11.3
	"North Carolina"	"37"	"1999"	"1999"	27	7949361	0.3	0.3
	"North Carolina"	"37"	"2000"	"2000"	49	8049313	0.6	0.6
	"North Carolina"	"37"	"2001"	"2001"	58	8210122	0.7	0.7
	"North Carolina"	"37"	"2002"	"2002"	50	8326201	0.6	0.6
	"North Carolina"	"37"	"2003"	"2003"	71	8422501	0.8	0.8
	"North Carolina"	"37"	"2004"	"2004"	109	8553152	1.3	1.3
	"North Carolina"	"37"	"2005"	"2005"	115	8705407	1.3	1.3
	"North Carolina"	"37"	"2006"	"2006"	105	8917270	1.2	1.2
	"North Carolina"	"37"	"2007"	"2007"	112	9118037	1.2	1.2
	"North Carolina"	"37"	"2008"	"2008"	127	9309449	1.4	1.3
	"North Carolina"	"37"	"2009"	"2009"	169	9449566	1.8	1.8
	"North Carolina"	"37"	"2010"	"2010"	170	9535483	1.8	1.8
	"North Carolina"	"37"	"2011"	"2011"	155	9656401	1.6	1.6
	"North Carolina"	"37"	"2012"	"2012"	141	9752073	1.4	1.4
	"North Carolina"	"37"	"2013"	"2013"	116	9848060	1.2	1.2
	"North Carolina"	"37"	"2014"	"2014"	217	9943964	2.2	2.2
	"North Carolina"	"37"	"2015"	"2015"	300	10042802	3.0	3.1
	"North Carolina"	"37"	"2016"	"2016"	601	10146788	5.9	6.2
	"North Carolina"	"37"	"2017"	"2017"	1285	10273419	12.5	13.2
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	Suppressed	638168	Suppressed	Suppressed
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	Suppressed	644705	Suppressed	Suppressed
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	Suppressed	652822	Suppressed	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	Suppressed	657569	Suppressed	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	Suppressed	664968	Suppressed	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	10	739482	Unreliable	Unreliable
	"North Dakota"	"38"	"2015"	"2015"	Suppressed	756927	Suppressed	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	15	757952	Unreliable	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	12	755393	Unreliable	Unreliable
	"Ohio"	"39"	"1999"	"1999"	24	11335454	0.2	0.2
	"Ohio"	"39"	"2000"	"2000"	33	11353140	0.3	0.3
	"Ohio"	"39"	"2001"	"2001"	55	11387404	0.5	0.5
	"Ohio"	"39"	"2002"	"2002"	58	11407889	0.5	0.5
	"Ohio"	"39"	"2003"	"2003"	43	11434788	0.4	0.4
	"Ohio"	"39"	"2004"	"2004"	78	11452251	0.7	0.7
	"Ohio"	"39"	"2005"	"2005"	102	11463320	0.9	0.9
	"Ohio"	"39"	"2006"	"2006"	128	11481213	1.1	1.1
	"Ohio"	"39"	"2007"	"2007"	109	11500468	0.9	1.0
	"Ohio"	"39"	"2008"	"2008"	107	11515391	0.9	0.9
	"Ohio"	"39"	"2009"	"2009"	91	11528896	0.8	0.8
	"Ohio"	"39"	"2010"	"2010"	175	11536504	1.5	1.5
	"Ohio"	"39"	"2011"	"2011"	162	11544951	1.4	1.4
	"Ohio"	"39"	"2012"	"2012"	139	11544225	1.2	1.2
	"Ohio"	"39"	"2013"	"2013"	167	11570808	1.4	1.4
	"Ohio"	"39"	"2014"	"2014"	590	11594163	5.1	5.5
	"Ohio"	"39"	"2015"	"2015"	1234	11613423	10.6	11.4
	"Ohio"	"39"	"2016"	"2016"	2296	11614373	19.8	21.1
	"Ohio"	"39"	"2017"	"2017"	3523	11658609	30.2	32.4
	"Oklahoma"	"40"	"1999"	"1999"	24	3437147	0.7	0.7
	"Oklahoma"	"40"	"2000"	"2000"	26	3450654	0.8	0.8
	"Oklahoma"	"40"	"2001"	"2001"	20	3467100	0.6	0.6
	"Oklahoma"	"40"	"2002"	"2002"	23	3489080	0.7	0.7
	"Oklahoma"	"40"	"2003"	"2003"	44	3504892	1.3	1.3
	"Oklahoma"	"40"	"2004"	"2004"	46	3525233	1.3	1.3
	"Oklahoma"	"40"	"2005"	"2005"	54	3548597	1.5	1.6
	"Oklahoma"	"40"	"2006"	"2006"	45	3594090	1.3	1.3
	"Oklahoma"	"40"	"2007"	"2007"	67	3634349	1.8	1.8
	"Oklahoma"	"40"	"2008"	"2008"	70	3668976	1.9	2.0
	"Oklahoma"	"40"	"2009"	"2009"	160	3717572	4.3	4.4
	"Oklahoma"	"40"	"2010"	"2010"	107	3751351	2.9	3.0
	"Oklahoma"	"40"	"2011"	"2011"	83	3791508	2.2	2.2
	"Oklahoma"	"40"	"2012"	"2012"	107	3814820	2.8	2.9
	"Oklahoma"	"40"	"2013"	"2013"	88	3850568	2.3	2.3
	"Oklahoma"	"40"	"2014"	"2014"	73	3878051	1.9	1.9
	"Oklahoma"	"40"	"2015"	"2015"	93	3911338	2.4	2.4
	"Oklahoma"	"40"	"2016"	"2016"	98	3923561	2.5	2.5
	"Oklahoma"	"40"	"2017"	"2017"	102	3930864	2.6	2.6
	"Oregon"	"41"	"1999"	"1999"	Suppressed	3393941	Suppressed	Suppressed
	"Oregon"	"41"	"2000"	"2000"	Suppressed	3421399	Suppressed	Suppressed
	"Oregon"	"41"	"2001"	"2001"	15	3467937	Unreliable	Unreliable
	"Oregon"	"41"	"2002"	"2002"	11	3513424	Unreliable	Unreliable
	"Oregon"	"41"	"2003"	"2003"	11	3547376	Unreliable	Unreliable
	"Oregon"	"41"	"2004"	"2004"	13	3569463	Unreliable	Unreliable
	"Oregon"	"41"	"2005"	"2005"	22	3613202	0.6	0.6
	"Oregon"	"41"	"2006"	"2006"	27	3670883	0.7	0.7
	"Oregon"	"41"	"2007"	"2007"	18	3722417	Unreliable	Unreliable
	"Oregon"	"41"	"2008"	"2008"	22	3768748	0.6	0.6
	"Oregon"	"41"	"2009"	"2009"	30	3808600	0.8	0.8
	"Oregon"	"41"	"2010"	"2010"	27	3831074	0.7	0.7
	"Oregon"	"41"	"2011"	"2011"	29	3871859	0.7	0.7
	"Oregon"	"41"	"2012"	"2012"	31	3899353	0.8	0.7
	"Oregon"	"41"	"2013"	"2013"	27	3930065	0.7	0.6
	"Oregon"	"41"	"2014"	"2014"	33	3970239	0.8	0.8
	"Oregon"	"41"	"2015"	"2015"	34	4028977	0.8	0.9
